"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnYrsLowCatch","ppnYrsHighCatch","ppnYrsEscGoal","ppnYrsCUsLower","ppnYrsCUsUpper","ppnMixedOpen","ppnSingleOpen","ppnYrsAllMixOpen","ppnCUUpper","ppnCULower","ppnCUEstUpper","ppnCUEstLower","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","ppnCUConstrained","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"lowProd",NA,1,1,"fixedER",1,0.901,5.36909096333249e-05,4.46404320869507,5.19659670641205e-05,4.16303545253334,0.00170255392681778,4.32416967358469,0.000133044909861047,2.79146959121895,0.000813670483341683,2.58607198603864,0.00166174985325743,4.09945485989397,0,0.00164396959648984,4.32117168362329,0.231418715389133,0.00160978388619331,4.09813018259943,0.244013722220436,0,0.897158616319315,0.999123030686126,0.14,0.08,0,0.02,0,0.045,0.0733333333333333,0,0.0222222222222222,0.0455555555555556,0.0166666666666667,0.0466666666666667,0,0,1,0,0,0.11142167667604,1.44390327069385,1.29017409694688
"lowProd",NA,1,1,"fixedER",2,0.901,0.00080245042629257,3.36510403971292,0.000782273464887676,3.36947827965999,0.0149426869541717,3.69733349761074,0.00376109381069369,3.66859394882775,0.00712139316835088,3.41876297491304,0.0139568213344774,3.66743757223396,0,0.0136814057560624,3.67747540743677,0.271925679768721,0.0132107063481768,3.65026541000286,0.273952682251458,0,0.887225283379843,0.985420725781356,0.16,0.12,0,0.02,0,0.06,0.07,0,0.0166666666666667,0.0522222222222222,0.0155555555555556,0.0533333333333333,0,0,1,0,0,0.146372078308463,1.72090114561891,1.52645669704725
"lowProd",NA,1,1,"fixedER",3,0.901,0.000688235952228801,4.11483212440062,0.000670509113956336,4.18461020172857,0.00691502658873872,4.21191375272518,0.00201771665732674,3.6946022919968,0.0039235782962486,3.40823624364673,0.00699887410236751,4.33810476850399,0,0.00604371843402931,4.20865220043901,0.237605758892524,0.00625632160859282,4.34157950782829,0.230330919472257,0,0.891254444990887,0.984245079580918,0.12,0.1,0,0.02,0,0.05,0.0711111111111111,0,0.0111111111111111,0.0411111111111111,0.00888888888888889,0.0466666666666667,0,0,1,0,0,0.111278163396749,1.705991019952,1.55332579839626
"lowProd",NA,1,1,"fixedER",4,0.901,0.00247955672643307,2.15678302281946,0.002387464937106,2.1063683689799,0.0404316828145991,3.37343827289601,0.013425807505907,2.18165223766301,0.0307671374733488,2.02327009745315,0.0397808914372117,3.46589650492267,0,0.0368236665332528,3.51686581826446,0.284344086944292,0.0369662229522888,3.60888392113213,0.27709397748828,0.000236191267011054,0.891118393174008,0.974921252373617,0.28,0.14,0,0,0,0.065,0.0722222222222222,0,0.0288888888888889,0.06,0.03,0.0622222222222222,0,0,0.944444444444444,0.0555555555555556,0,0.126465037199342,1.50719553498902,1.37572321024869
"lowProd",NA,1,1,"fixedER",5,0.901,0.00140541358754153,3.02740959271893,0.00133697721049424,2.84094510729599,0.0187279447703836,3.70262453559677,0.00978398982632409,2.16228151055782,0.0136161369086653,2.05925075935269,0.0177808908313619,3.7098319090394,0,0.0170258271054782,3.81626852348015,0.262036068438935,0.0163592706530853,3.82853467948732,0.261196536982632,0.000669507992707325,0.909772414925443,0.981133256820929,0.24,0.14,0,0,0,0.055,0.0655555555555556,0,0.0122222222222222,0.04,0.0133333333333333,0.0433333333333333,0,0,1,0,0,0.100919238084293,1.66867950946178,1.49852055264356
"lowProd",NA,1,1,"fixedER",6,0.901,0.00152811970882622,2.81239663631591,0.00158974518288044,2.77651465638472,0.0148038997598075,3.47233257694323,0.00606288758880219,2.94215166692264,0.0110863155418378,2.86360676567427,0.0157680079042977,3.60719303208232,0,0.0130029481809779,3.54580080515451,0.282023738769055,0.0141534726211041,3.70286863694386,0.270060890095562,3.24394411811327e-05,0.902873961008443,0.978617347903012,0.2,0.16,0,0.02,0.02,0.07,0.0833333333333333,0,0.0244444444444444,0.0544444444444444,0.0233333333333333,0.0588888888888889,0,0,1,0,0,0.240666368877043,1.84009964344021,1.73063624274622
"lowProd",NA,1,1,"fixedER",7,0.901,0.00158151492804125,2.77185717902688,0.00163104336055556,2.7683326252902,0.0258895041591562,3.47070144688874,0.00454738536436796,2.50868581771609,0.0179001492631296,2.32628831449204,0.0243334417790705,3.42416035268273,0,0.023994314771775,3.41935564121845,0.292452761551197,0.0225606785335694,3.37102416703337,0.296645752284843,6.02475492299517e-05,0.895531597471628,0.985579026119069,0.22,0.12,0,0.02,0,0.06,0.07,0,0.0144444444444444,0.0555555555555556,0.0177777777777778,0.0588888888888889,0,0,1,0,0,0.198093509858949,1.70865482468098,1.47222206079613
"lowProd",NA,1,1,"fixedER",8,0.901,0.00526898543122091,2.41055726769307,0.00515903988364193,2.19556197591535,0.0993607164040865,3.24063864685375,0.0276813395062983,3.66362268844875,0.0512657701035515,3.40140224105494,0.0938669538067717,3.27353459011866,0,0.0910304613524361,3.15865091654797,0.316590856799358,0.0884172411418246,3.18529153099065,0.313943006557077,0.000965070567265831,0.896254192945372,0.984450785836357,0.2,0.12,0,0,0,0.055,0.0611111111111111,0,0.0177777777777778,0.0544444444444444,0.0177777777777778,0.0533333333333333,0,0,0.944444444444444,0.0555555555555556,0,0.119028758099883,1.7051753423429,1.56539471404839
"lowProd",NA,1,1,"fixedER",9,0.901,0.000382862004616715,3.62716766945618,0.000346774166254287,3.50682795925292,0.00599440337880242,4.21857602659571,0.00145043977571508,2.88063494885682,0.00307038722908571,2.76238766990937,0.00588055975829576,4.26372182871857,0,0.00569727302344191,4.24620395147186,0.235504467385126,0.00566420401671545,4.30552438839048,0.232259745803885,0,0.898393549396149,0.994142098200932,0.12,0.1,0,0.02,0,0.045,0.0688888888888889,0,0.0177777777777778,0.0444444444444444,0.0166666666666667,0.0488888888888889,0,0,1,0,0,0.10828419000457,1.70891628151666,1.56385219925832
"lowProd",NA,1,1,"fixedER",10,0.901,0.000377022572449271,4.3752671691496,0.000343618308705716,4.47129560185823,0.00595338349608136,4.02196631686306,0.00220290188879797,3.04064360710488,0.00527502709938898,2.83825617839689,0.00607947481992681,4.16856763436857,0,0.00546164190009116,3.92579185813679,0.254725679846564,0.00568273055232491,4.07969395731039,0.245116425512287,0,0.892779097582805,0.991517917662993,0.14,0.12,0,0.02,0,0.05,0.0588888888888889,0,0.0144444444444444,0.0455555555555556,0.0188888888888889,0.0511111111111111,0,0,1,0,0,0.104672067899504,1.70689176019165,1.52077838902877
